INFO:__main__:Rank: -1 - World Size: -1
INFO:__main__:Suppressing subprocess logging. If this is not desired enable debug mode.
2022-11-15 14:48:06.935648: I tensorflow/core/platform/cpu_feature_guard.cc:193] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX2 FMA
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2022-11-15 14:48:07.226672: E tensorflow/stream_executor/cuda/cuda_blas.cc:2981] Unable to register cuBLAS factory: Attempting to register factory for plugin cuBLAS when one has already been registered
2022-11-15 14:48:09.786798: W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libnvinfer.so.7'; dlerror: libnvinfer.so.7: cannot open shared object file: No such file or directory
2022-11-15 14:48:09.786998: W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libnvinfer_plugin.so.7'; dlerror: libnvinfer_plugin.so.7: cannot open shared object file: No such file or directory
2022-11-15 14:48:09.787021: W tensorflow/compiler/tf2tensorrt/utils/py_utils.cc:38] TF-TRT Warning: Cannot dlopen some TensorRT libraries. If you would like to use Nvidia GPU with TensorRT, please make sure the missing libraries mentioned above are installed properly.
INFO:__main__:Loading data.
WARNING:datasets.builder:Found cached dataset sst2 (/home/users1/zhouwi/.cache/huggingface/datasets/sst2/default/2.0.0/9896208a8d85db057ac50c72282bcb8fe755accc671a57dd8059d4e130961ed5)
start
load data
  0%|          | 0/3 [00:00<?, ?it/s]
100%|██████████| 3/3 [00:00<00:00, 246.76it/s]
INFO:__main__:Initializing model.
Some weights of the model checkpoint at bert-base-uncased were not used when initializing BertForSequenceClassification: ['cls.seq_relationship.weight', 'cls.predictions.bias', 'cls.predictions.transform.LayerNorm.weight', 'cls.predictions.transform.dense.bias', 'cls.predictions.transform.LayerNorm.bias', 'cls.seq_relationship.bias', 'cls.predictions.decoder.weight', 'cls.predictions.transform.dense.weight']
- This IS expected if you are initializing BertForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of BertForSequenceClassification were not initialized from the model checkpoint at bert-base-uncased and are newly initialized: ['classifier.bias', 'classifier.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
/mount/arbeitsdaten20/projekte/cik/users/wei/lsc/lib64/python3.10/site-packages/transformers/optimization.py:306: FutureWarning: This implementation of AdamW is deprecated and will be removed in a future version. Use the PyTorch implementation torch.optim.AdamW instead, or set `no_deprecation_warning=True` to disable this warning
  warnings.warn(
INFO:__main__:Updating 109483778 / 109483778 params.
INFO:__main__:Epoch: 0
INFO:__main__:Training...
67349
610
262
done loading dataset and model config
done loading model
warmup_steps 420.93125000000003
  0%|          | 0/2105 [00:00<?, ?it/s]Truncation was not explicitly activated but `max_length` is provided a specific value, please use `truncation=True` to explicitly truncate examples to max length. Defaulting to 'longest_first' truncation strategy. If you encode pairs of sequences (GLUE-style) with the tokenizer you can select this strategy more precisely by providing a specific strategy to `truncation`.
loss:  0.2930, accuracy: 0.8772:  45%|████▌     | 956/2105 [51:52<1:04:55,  3.39s/it]
loss:  0.2930, accuracy: 0.8772:  45%|████▌     | 957/2105 [51:52<1:04:50,  3.39s/it]
loss:  0.2930, accuracy: 0.8772:  45%|████▌     | 957/2105 [51:56<1:04:50,  3.39s/it]
loss:  0.2930, accuracy: 0.8772:  46%|████▌     | 958/2105 [51:56<1:04:47,  3.39s/it]
loss:  0.2930, accuracy: 0.8772:  46%|████▌     | 958/2105 [51:59<1:04:47,  3.39s/it]
loss:  0.2930, accuracy: 0.8772:  46%|████▌     | 959/2105 [51:59<1:04:32,  3.38s/it]
loss:  0.2930, accuracy: 0.8772:  46%|████▌     | 959/2105 [52:02<1:04:32,  3.38s/it]
loss:  0.2930, accuracy: 0.8772:  46%|████▌     | 960/2105 [52:02<1:04:35,  3.38s/it]
loss:  0.2930, accuracy: 0.8773:  46%|████▌     | 960/2105 [52:06<1:04:35,  3.38s/it]
loss:  0.2930, accuracy: 0.8773:  46%|████▌     | 961/2105 [52:06<1:03:56,  3.35s/it]
loss:  0.2930, accuracy: 0.8774:  46%|████▌     | 961/2105 [52:09<1:03:56,  3.35s/it]
loss:  0.2930, accuracy: 0.8774:  46%|████▌     | 962/2105 [52:09<1:04:13,  3.37s/it]
loss:  0.2928, accuracy: 0.8775:  46%|████▌     | 962/2105 [52:12<1:04:13,  3.37s/it]
loss:  0.2928, accuracy: 0.8775:  46%|████▌     | 963/2105 [52:12<1:03:58,  3.36s/it]
loss:  0.2926, accuracy: 0.8776:  46%|████▌     | 963/2105 [52:16<1:03:58,  3.36s/it]
loss:  0.2926, accuracy: 0.8776:  46%|████▌     | 964/2105 [52:16<1:04:05,  3.37s/it]
loss:  0.2926, accuracy: 0.8775:  46%|████▌     | 964/2105 [52:19<1:04:05,  3.37s/it]
loss:  0.2926, accuracy: 0.8775:  46%|████▌     | 965/2105 [52:19<1:04:10,  3.38s/it]
loss:  0.2925, accuracy: 0.8776:  46%|████▌     | 965/2105 [52:23<1:04:10,  3.38s/it]
loss:  0.2925, accuracy: 0.8776:  46%|████▌     | 966/2105 [52:23<1:04:16,  3.39s/it]
loss:  0.2923, accuracy: 0.8777:  46%|████▌     | 966/2105 [52:26<1:04:16,  3.39s/it]
loss:  0.2923, accuracy: 0.8777:  46%|████▌     | 967/2105 [52:26<1:04:12,  3.39s/it]
loss:  0.2924, accuracy: 0.8777:  46%|████▌     | 967/2105 [52:29<1:04:12,  3.39s/it]
loss:  0.2924, accuracy: 0.8777:  46%|████▌     | 968/2105 [52:29<1:04:16,  3.39s/it]
loss:  0.2923, accuracy: 0.8777:  46%|████▌     | 968/2105 [52:33<1:04:16,  3.39s/it]
loss:  0.2923, accuracy: 0.8777:  46%|████▌     | 969/2105 [52:33<1:03:57,  3.38s/it]
loss:  0.2923, accuracy: 0.8777:  46%|████▌     | 969/2105 [52:36<1:03:57,  3.38s/it]
loss:  0.2923, accuracy: 0.8777:  46%|████▌     | 970/2105 [52:36<1:04:02,  3.39s/it]
loss:  0.2922, accuracy: 0.8778:  46%|████▌     | 970/2105 [52:40<1:04:02,  3.39s/it]
loss:  0.2922, accuracy: 0.8778:  46%|████▌     | 971/2105 [52:40<1:03:42,  3.37s/it]
loss:  0.2922, accuracy: 0.8778:  46%|████▌     | 971/2105 [52:43<1:03:42,  3.37s/it]
loss:  0.2922, accuracy: 0.8778:  46%|████▌     | 972/2105 [52:43<1:03:47,  3.38s/it]
loss:  0.2922, accuracy: 0.8779:  46%|████▌     | 972/2105 [52:46<1:03:47,  3.38s/it]
loss:  0.2922, accuracy: 0.8779:  46%|████▌     | 973/2105 [52:46<1:03:44,  3.38s/it]
loss:  0.2922, accuracy: 0.8779:  46%|████▌     | 973/2105 [52:50<1:03:44,  3.38s/it]
loss:  0.2922, accuracy: 0.8779:  46%|████▋     | 974/2105 [52:50<1:03:47,  3.38s/it]
loss:  0.2923, accuracy: 0.8779:  46%|████▋     | 974/2105 [52:53<1:03:47,  3.38s/it]
loss:  0.2923, accuracy: 0.8779:  46%|████▋     | 975/2105 [52:53<1:03:19,  3.36s/it]
loss:  0.2921, accuracy: 0.8779:  46%|████▋     | 975/2105 [52:56<1:03:19,  3.36s/it]
loss:  0.2921, accuracy: 0.8779:  46%|████▋     | 976/2105 [52:56<1:03:28,  3.37s/it]
loss:  0.2920, accuracy: 0.8780:  46%|████▋     | 976/2105 [53:00<1:03:28,  3.37s/it]
loss:  0.2920, accuracy: 0.8780:  46%|████▋     | 977/2105 [53:00<1:03:25,  3.37s/it]
loss:  0.2918, accuracy: 0.8781:  46%|████▋     | 977/2105 [53:03<1:03:25,  3.37s/it]
loss:  0.2918, accuracy: 0.8781:  46%|████▋     | 978/2105 [53:03<1:03:25,  3.38s/it]
loss:  0.2918, accuracy: 0.8782:  46%|████▋     | 978/2105 [53:07<1:03:25,  3.38s/it]
loss:  0.2918, accuracy: 0.8782:  47%|████▋     | 979/2105 [53:07<1:03:27,  3.38s/it]
loss:  0.2918, accuracy: 0.8782:  47%|████▋     | 979/2105 [53:10<1:03:27,  3.38s/it]
loss:  0.2918, accuracy: 0.8782:  47%|████▋     | 980/2105 [53:10<1:03:41,  3.40s/it]
loss:  0.2919, accuracy: 0.8782:  47%|████▋     | 980/2105 [53:13<1:03:41,  3.40s/it]
loss:  0.2919, accuracy: 0.8782:  47%|████▋     | 981/2105 [53:13<1:03:37,  3.40s/it]
loss:  0.2918, accuracy: 0.8783:  47%|████▋     | 981/2105 [53:17<1:03:37,  3.40s/it]
loss:  0.2918, accuracy: 0.8783:  47%|████▋     | 982/2105 [53:17<1:03:36,  3.40s/it]
loss:  0.2915, accuracy: 0.8784:  47%|████▋     | 982/2105 [53:20<1:03:36,  3.40s/it]
loss:  0.2915, accuracy: 0.8784:  47%|████▋     | 983/2105 [53:20<1:03:18,  3.39s/it]
loss:  0.2916, accuracy: 0.8784:  47%|████▋     | 983/2105 [53:24<1:03:18,  3.39s/it]
loss:  0.2916, accuracy: 0.8784:  47%|████▋     | 984/2105 [53:24<1:03:34,  3.40s/it]
loss:  0.2915, accuracy: 0.8784:  47%|████▋     | 984/2105 [53:27<1:03:34,  3.40s/it]
loss:  0.2915, accuracy: 0.8784:  47%|████▋     | 985/2105 [53:27<1:02:53,  3.37s/it]
loss:  0.2914, accuracy: 0.8784:  47%|████▋     | 985/2105 [53:30<1:02:53,  3.37s/it]
loss:  0.2914, accuracy: 0.8784:  47%|████▋     | 986/2105 [53:30<1:02:56,  3.37s/it]
loss:  0.2912, accuracy: 0.8785:  47%|████▋     | 986/2105 [53:34<1:02:56,  3.37s/it]
loss:  0.2912, accuracy: 0.8785:  47%|████▋     | 987/2105 [53:34<1:02:23,  3.35s/it]
loss:  0.2913, accuracy: 0.8785:  47%|████▋     | 987/2105 [53:37<1:02:23,  3.35s/it]
loss:  0.2913, accuracy: 0.8785:  47%|████▋     | 988/2105 [53:37<1:02:38,  3.37s/it]
loss:  0.2912, accuracy: 0.8785:  47%|████▋     | 988/2105 [53:40<1:02:38,  3.37s/it]
loss:  0.2912, accuracy: 0.8785:  47%|████▋     | 989/2105 [53:40<1:02:51,  3.38s/it]
loss:  0.2911, accuracy: 0.8786:  47%|████▋     | 989/2105 [53:44<1:02:51,  3.38s/it]
loss:  0.2911, accuracy: 0.8786:  47%|████▋     | 990/2105 [53:44<1:02:05,  3.34s/it]
loss:  0.2911, accuracy: 0.8786:  47%|████▋     | 990/2105 [53:47<1:02:05,  3.34s/it]
loss:  0.2911, accuracy: 0.8786:  47%|████▋     | 991/2105 [53:47<1:01:31,  3.31s/it]
loss:  0.2911, accuracy: 0.8787:  47%|████▋     | 991/2105 [53:50<1:01:31,  3.31s/it]
loss:  0.2911, accuracy: 0.8787:  47%|████▋     | 992/2105 [53:50<1:00:55,  3.28s/it]
loss:  0.2910, accuracy: 0.8787:  47%|████▋     | 992/2105 [53:53<1:00:55,  3.28s/it]
loss:  0.2910, accuracy: 0.8787:  47%|████▋     | 993/2105 [53:53<1:00:35,  3.27s/it]
loss:  0.2908, accuracy: 0.8787:  47%|████▋     | 993/2105 [53:57<1:00:35,  3.27s/it]
loss:  0.2908, accuracy: 0.8787:  47%|████▋     | 994/2105 [53:57<1:00:24,  3.26s/it]
loss:  0.2908, accuracy: 0.8788:  47%|████▋     | 994/2105 [54:00<1:00:24,  3.26s/it]
loss:  0.2908, accuracy: 0.8788:  47%|████▋     | 995/2105 [54:00<1:00:11,  3.25s/it]
loss:  0.2907, accuracy: 0.8789:  47%|████▋     | 995/2105 [54:03<1:00:11,  3.25s/it]
loss:  0.2907, accuracy: 0.8789:  47%|████▋     | 996/2105 [54:03<59:58,  3.24s/it]  
loss:  0.2907, accuracy: 0.8789:  47%|████▋     | 996/2105 [54:06<59:58,  3.24s/it]
loss:  0.2907, accuracy: 0.8789:  47%|████▋     | 997/2105 [54:06<59:45,  3.24s/it]
loss:  0.2906, accuracy: 0.8789:  47%|████▋     | 997/2105 [54:09<59:45,  3.24s/it]
loss:  0.2906, accuracy: 0.8789:  47%|████▋     | 998/2105 [54:09<59:40,  3.23s/it]
loss:  0.2904, accuracy: 0.8790:  47%|████▋     | 998/2105 [54:13<59:40,  3.23s/it]
loss:  0.2904, accuracy: 0.8790:  47%|████▋     | 999/2105 [54:13<59:45,  3.24s/it]
loss:  0.2902, accuracy: 0.8791:  47%|████▋     | 999/2105 [54:16<59:45,  3.24s/it]
loss:  0.2902, accuracy: 0.8791:  48%|████▊     | 1000/2105 [54:16<59:32,  3.23s/it]
loss:  0.2901, accuracy: 0.8791:  48%|████▊     | 1000/2105 [54:19<59:32,  3.23s/it]
loss:  0.2901, accuracy: 0.8791:  48%|████▊     | 1001/2105 [54:19<59:24,  3.23s/it]
loss:  0.2900, accuracy: 0.8791:  48%|████▊     | 1001/2105 [54:22<59:24,  3.23s/it]
loss:  0.2900, accuracy: 0.8791:  48%|████▊     | 1002/2105 [54:22<59:15,  3.22s/it]
loss:  0.2899, accuracy: 0.8792:  48%|████▊     | 1002/2105 [54:26<59:15,  3.22s/it]
loss:  0.2899, accuracy: 0.8792:  48%|████▊     | 1003/2105 [54:26<59:14,  3.23s/it]
loss:  0.2897, accuracy: 0.8793:  48%|████▊     | 1003/2105 [54:29<59:14,  3.23s/it]
loss:  0.2897, accuracy: 0.8793:  48%|████▊     | 1004/2105 [54:29<59:07,  3.22s/it]
loss:  0.2897, accuracy: 0.8793:  48%|████▊     | 1004/2105 [54:32<59:07,  3.22s/it]
loss:  0.2897, accuracy: 0.8793:  48%|████▊     | 1005/2105 [54:32<59:14,  3.23s/it]
loss:  0.2898, accuracy: 0.8793:  48%|████▊     | 1005/2105 [54:35<59:14,  3.23s/it]
loss:  0.2898, accuracy: 0.8793:  48%|████▊     | 1006/2105 [54:35<59:10,  3.23s/it]
loss:  0.2896, accuracy: 0.8793:  48%|████▊     | 1006/2105 [54:39<59:10,  3.23s/it]
loss:  0.2896, accuracy: 0.8793:  48%|████▊     | 1007/2105 [54:39<59:02,  3.23s/it]
loss:  0.2895, accuracy: 0.8793:  48%|████▊     | 1007/2105 [54:42<59:02,  3.23s/it]
loss:  0.2895, accuracy: 0.8793:  48%|████▊     | 1008/2105 [54:42<58:54,  3.22s/it]
loss:  0.2895, accuracy: 0.8794:  48%|████▊     | 1008/2105 [54:45<58:54,  3.22s/it]
loss:  0.2895, accuracy: 0.8794:  48%|████▊     | 1009/2105 [54:45<58:51,  3.22s/it]
loss:  0.2892, accuracy: 0.8795:  48%|████▊     | 1009/2105 [54:48<58:51,  3.22s/it]
loss:  0.2892, accuracy: 0.8795:  48%|████▊     | 1010/2105 [54:48<58:44,  3.22s/it]
loss:  0.2890, accuracy: 0.8795:  48%|████▊     | 1010/2105 [54:51<58:44,  3.22s/it]
loss:  0.2890, accuracy: 0.8795:  48%|████▊     | 1011/2105 [54:51<58:40,  3.22s/it]
loss:  0.2891, accuracy: 0.8795:  48%|████▊     | 1011/2105 [54:55<58:40,  3.22s/it]
loss:  0.2891, accuracy: 0.8795:  48%|████▊     | 1012/2105 [54:55<58:35,  3.22s/it]
loss:  0.2893, accuracy: 0.8795:  48%|████▊     | 1012/2105 [54:58<58:35,  3.22s/it]
loss:  0.2893, accuracy: 0.8795:  48%|████▊     | 1013/2105 [54:58<58:33,  3.22s/it]
loss:  0.2893, accuracy: 0.8795:  48%|████▊     | 1013/2105 [55:01<58:33,  3.22s/it]
loss:  0.2893, accuracy: 0.8795:  48%|████▊     | 1014/2105 [55:01<58:28,  3.22s/it]
loss:  0.2891, accuracy: 0.8796:  48%|████▊     | 1014/2105 [55:04<58:28,  3.22s/it]
loss:  0.2891, accuracy: 0.8796:  48%|████▊     | 1015/2105 [55:04<58:25,  3.22s/it]
loss:  0.2891, accuracy: 0.8796:  48%|████▊     | 1015/2105 [55:07<58:25,  3.22s/it]
loss:  0.2891, accuracy: 0.8796:  48%|████▊     | 1016/2105 [55:07<58:21,  3.22s/it]
loss:  0.2890, accuracy: 0.8796:  48%|████▊     | 1016/2105 [55:11<58:21,  3.22s/it]
loss:  0.2890, accuracy: 0.8796:  48%|████▊     | 1017/2105 [55:11<58:18,  3.22s/it]
loss:  0.2888, accuracy: 0.8797:  48%|████▊     | 1017/2105 [55:14<58:18,  3.22s/it]
loss:  0.2888, accuracy: 0.8797:  48%|████▊     | 1018/2105 [55:14<58:14,  3.22s/it]
loss:  0.2888, accuracy: 0.8797:  48%|████▊     | 1018/2105 [55:17<58:14,  3.22s/it]
loss:  0.2888, accuracy: 0.8797:  48%|████▊     | 1019/2105 [55:17<58:14,  3.22s/it]
loss:  0.2888, accuracy: 0.8797:  48%|████▊     | 1019/2105 [55:20<58:14,  3.22s/it]
loss:  0.2888, accuracy: 0.8797:  48%|████▊     | 1020/2105 [55:20<58:10,  3.22s/it]
loss:  0.2888, accuracy: 0.8797:  48%|████▊     | 1020/2105 [55:24<58:10,  3.22s/it]
loss:  0.2888, accuracy: 0.8797:  49%|████▊     | 1021/2105 [55:24<58:06,  3.22s/it]
loss:  0.2886, accuracy: 0.8798:  49%|████▊     | 1021/2105 [55:27<58:06,  3.22s/it]
loss:  0.2886, accuracy: 0.8798:  49%|████▊     | 1022/2105 [55:27<58:02,  3.22s/it]
loss:  0.2886, accuracy: 0.8798:  49%|████▊     | 1022/2105 [55:30<58:02,  3.22s/it]
loss:  0.2886, accuracy: 0.8798:  49%|████▊     | 1023/2105 [55:30<57:59,  3.22s/it]
loss:  0.2885, accuracy: 0.8799:  49%|████▊     | 1023/2105 [55:33<57:59,  3.22s/it]
loss:  0.2885, accuracy: 0.8799:  49%|████▊     | 1024/2105 [55:33<57:54,  3.21s/it]
loss:  0.2884, accuracy: 0.8799:  49%|████▊     | 1024/2105 [55:36<57:54,  3.21s/it]
loss:  0.2884, accuracy: 0.8799:  49%|████▊     | 1025/2105 [55:36<57:53,  3.22s/it]
loss:  0.2883, accuracy: 0.8800:  49%|████▊     | 1025/2105 [55:40<57:53,  3.22s/it]
loss:  0.2883, accuracy: 0.8800:  49%|████▊     | 1026/2105 [55:40<57:51,  3.22s/it]
loss:  0.2884, accuracy: 0.8799:  49%|████▊     | 1026/2105 [55:43<57:51,  3.22s/it]
loss:  0.2884, accuracy: 0.8799:  49%|████▉     | 1027/2105 [55:43<59:07,  3.29s/it]
loss:  0.2884, accuracy: 0.8799:  49%|████▉     | 1027/2105 [55:46<59:07,  3.29s/it]
loss:  0.2884, accuracy: 0.8799:  49%|████▉     | 1028/2105 [55:46<58:40,  3.27s/it]
loss:  0.2883, accuracy: 0.8800:  49%|████▉     | 1028/2105 [55:49<58:40,  3.27s/it]
loss:  0.2883, accuracy: 0.8800:  49%|████▉     | 1029/2105 [55:49<58:18,  3.25s/it]
loss:  0.2882, accuracy: 0.8800:  49%|████▉     | 1029/2105 [55:53<58:18,  3.25s/it]
loss:  0.2882, accuracy: 0.8800:  49%|████▉     | 1030/2105 [55:53<58:05,  3.24s/it]
loss:  0.2881, accuracy: 0.8801:  49%|████▉     | 1030/2105 [55:56<58:05,  3.24s/it]
loss:  0.2881, accuracy: 0.8801:  49%|████▉     | 1031/2105 [55:56<57:54,  3.23s/it]
loss:  0.2881, accuracy: 0.8801:  49%|████▉     | 1031/2105 [55:59<57:54,  3.23s/it]
loss:  0.2881, accuracy: 0.8801:  49%|████▉     | 1032/2105 [55:59<57:42,  3.23s/it]
loss:  0.2880, accuracy: 0.8801:  49%|████▉     | 1032/2105 [56:02<57:42,  3.23s/it]
loss:  0.2880, accuracy: 0.8801:  49%|████▉     | 1033/2105 [56:02<57:43,  3.23s/it]
loss:  0.2878, accuracy: 0.8802:  49%|████▉     | 1033/2105 [56:06<57:43,  3.23s/it]
loss:  0.2878, accuracy: 0.8802:  49%|████▉     | 1034/2105 [56:06<57:32,  3.22s/it]
loss:  0.2877, accuracy: 0.8803:  49%|████▉     | 1034/2105 [56:09<57:32,  3.22s/it]
loss:  0.2877, accuracy: 0.8803:  49%|████▉     | 1035/2105 [56:09<57:24,  3.22s/it]
loss:  0.2876, accuracy: 0.8803:  49%|████▉     | 1035/2105 [56:12<57:24,  3.22s/it]
loss:  0.2876, accuracy: 0.8803:  49%|████▉     | 1036/2105 [56:12<57:20,  3.22s/it]
loss:  0.2875, accuracy: 0.8804:  49%|████▉     | 1036/2105 [56:15<57:20,  3.22s/it]
loss:  0.2875, accuracy: 0.8804:  49%|████▉     | 1037/2105 [56:15<57:14,  3.22s/it]
loss:  0.2873, accuracy: 0.8805:  49%|████▉     | 1037/2105 [56:18<57:14,  3.22s/it]
loss:  0.2873, accuracy: 0.8805:  49%|████▉     | 1038/2105 [56:18<57:06,  3.21s/it]
loss:  0.2872, accuracy: 0.8805:  49%|████▉     | 1038/2105 [56:22<57:06,  3.21s/it]
loss:  0.2872, accuracy: 0.8805:  49%|████▉     | 1039/2105 [56:22<57:02,  3.21s/it]
loss:  0.2870, accuracy: 0.8806:  49%|████▉     | 1039/2105 [56:25<57:02,  3.21s/it]
loss:  0.2870, accuracy: 0.8806:  49%|████▉     | 1040/2105 [56:25<56:59,  3.21s/it]
loss:  0.2868, accuracy: 0.8807:  49%|████▉     | 1040/2105 [56:28<56:59,  3.21s/it]
loss:  0.2868, accuracy: 0.8807:  49%|████▉     | 1041/2105 [56:28<56:54,  3.21s/it]
loss:  0.2867, accuracy: 0.8807:  49%|████▉     | 1041/2105 [56:31<56:54,  3.21s/it]
loss:  0.2867, accuracy: 0.8807:  50%|████▉     | 1042/2105 [56:31<56:51,  3.21s/it]
loss:  0.2869, accuracy: 0.8807:  50%|████▉     | 1042/2105 [56:34<56:51,  3.21s/it]
loss:  0.2869, accuracy: 0.8807:  50%|████▉     | 1043/2105 [56:34<56:47,  3.21s/it]
loss:  0.2868, accuracy: 0.8808:  50%|████▉     | 1043/2105 [56:38<56:47,  3.21s/it]
loss:  0.2868, accuracy: 0.8808:  50%|████▉     | 1044/2105 [56:38<56:44,  3.21s/it]
loss:  0.2865, accuracy: 0.8809:  50%|████▉     | 1044/2105 [56:41<56:44,  3.21s/it]
loss:  0.2865, accuracy: 0.8809:  50%|████▉     | 1045/2105 [56:41<56:42,  3.21s/it]
loss:  0.2865, accuracy: 0.8809:  50%|████▉     | 1045/2105 [56:44<56:42,  3.21s/it]
loss:  0.2865, accuracy: 0.8809:  50%|████▉     | 1046/2105 [56:44<56:38,  3.21s/it]
loss:  0.2863, accuracy: 0.8810:  50%|████▉     | 1046/2105 [56:47<56:38,  3.21s/it]
loss:  0.2863, accuracy: 0.8810:  50%|████▉     | 1047/2105 [56:47<56:47,  3.22s/it]
loss:  0.2863, accuracy: 0.8811:  50%|████▉     | 1047/2105 [56:51<56:47,  3.22s/it]
loss:  0.2863, accuracy: 0.8811:  50%|████▉     | 1048/2105 [56:51<56:41,  3.22s/it]
loss:  0.2862, accuracy: 0.8811:  50%|████▉     | 1048/2105 [56:54<56:41,  3.22s/it]
loss:  0.2862, accuracy: 0.8811:  50%|████▉     | 1049/2105 [56:54<56:35,  3.22s/it]
loss:  0.2861, accuracy: 0.8811:  50%|████▉     | 1049/2105 [56:57<56:35,  3.22s/it]
loss:  0.2861, accuracy: 0.8811:  50%|████▉     | 1050/2105 [56:57<56:30,  3.21s/it]
loss:  0.2860, accuracy: 0.8812:  50%|████▉     | 1050/2105 [57:00<56:30,  3.21s/it]
loss:  0.2860, accuracy: 0.8812:  50%|████▉     | 1051/2105 [57:00<56:26,  3.21s/it]
loss:  0.2859, accuracy: 0.8812:  50%|████▉     | 1051/2105 [57:03<56:26,  3.21s/it]
loss:  0.2859, accuracy: 0.8812:  50%|████▉     | 1052/2105 [57:03<56:21,  3.21s/it]
loss:  0.2859, accuracy: 0.8812:  50%|████▉     | 1052/2105 [57:07<56:21,  3.21s/it]
loss:  0.2859, accuracy: 0.8812:  50%|█████     | 1053/2105 [57:07<56:17,  3.21s/it]
loss:  0.2859, accuracy: 0.8813:  50%|█████     | 1053/2105 [57:10<56:17,  3.21s/it]
loss:  0.2859, accuracy: 0.8813:  50%|█████     | 1054/2105 [57:10<56:16,  3.21s/it]
loss:  0.2860, accuracy: 0.8812:  50%|█████     | 1054/2105 [57:13<56:16,  3.21s/it]
loss:  0.2860, accuracy: 0.8812:  50%|█████     | 1055/2105 [57:13<56:13,  3.21s/it]
loss:  0.2858, accuracy: 0.8813:  50%|█████     | 1055/2105 [57:16<56:13,  3.21s/it]
loss:  0.2858, accuracy: 0.8813:  50%|█████     | 1056/2105 [57:16<56:09,  3.21s/it]
loss:  0.2856, accuracy: 0.8814:  50%|█████     | 1056/2105 [57:19<56:09,  3.21s/it]
loss:  0.2856, accuracy: 0.8814:  50%|█████     | 1057/2105 [57:19<56:07,  3.21s/it]
loss:  0.2855, accuracy: 0.8814:  50%|█████     | 1057/2105 [57:23<56:07,  3.21s/it]
loss:  0.2855, accuracy: 0.8814:  50%|█████     | 1058/2105 [57:23<56:02,  3.21s/it]
loss:  0.2854, accuracy: 0.8815:  50%|█████     | 1058/2105 [57:26<56:02,  3.21s/it]
loss:  0.2854, accuracy: 0.8815:  50%|█████     | 1059/2105 [57:26<55:57,  3.21s/it]
loss:  0.2853, accuracy: 0.8815:  50%|█████     | 1059/2105 [57:29<55:57,  3.21s/it]
loss:  0.2853, accuracy: 0.8815:  50%|█████     | 1060/2105 [57:29<55:54,  3.21s/it]
loss:  0.2853, accuracy: 0.8815:  50%|█████     | 1060/2105 [57:32<55:54,  3.21s/it]
loss:  0.2853, accuracy: 0.8815:  50%|█████     | 1061/2105 [57:32<56:01,  3.22s/it]
loss:  0.2851, accuracy: 0.8815:  50%|█████     | 1061/2105 [57:36<56:01,  3.22s/it]
loss:  0.2851, accuracy: 0.8815:  50%|█████     | 1062/2105 [57:36<55:56,  3.22s/it]
loss:  0.2852, accuracy: 0.8815:  50%|█████     | 1062/2105 [57:39<55:56,  3.22s/it]
loss:  0.2852, accuracy: 0.8815:  50%|█████     | 1063/2105 [57:39<55:53,  3.22s/it]
loss:  0.2852, accuracy: 0.8814:  50%|█████     | 1063/2105 [57:42<55:53,  3.22s/it]
loss:  0.2852, accuracy: 0.8814:  51%|█████     | 1064/2105 [57:42<55:49,  3.22s/it]
loss:  0.2850, accuracy: 0.8815:  51%|█████     | 1064/2105 [57:45<55:49,  3.22s/it]
loss:  0.2850, accuracy: 0.8815:  51%|█████     | 1065/2105 [57:45<55:45,  3.22s/it]
loss:  0.2849, accuracy: 0.8815:  51%|█████     | 1065/2105 [57:48<55:45,  3.22s/it]
loss:  0.2849, accuracy: 0.8815:  51%|█████     | 1066/2105 [57:48<55:40,  3.22s/it]
loss:  0.2848, accuracy: 0.8816:  51%|█████     | 1066/2105 [57:52<55:40,  3.22s/it]
loss:  0.2848, accuracy: 0.8816:  51%|█████     | 1067/2105 [57:52<55:35,  3.21s/it]
loss:  0.2848, accuracy: 0.8816:  51%|█████     | 1067/2105 [57:55<55:35,  3.21s/it]
loss:  0.2848, accuracy: 0.8816:  51%|█████     | 1068/2105 [57:55<55:29,  3.21s/it]
loss:  0.2848, accuracy: 0.8816:  51%|█████     | 1068/2105 [57:58<55:29,  3.21s/it]
loss:  0.2848, accuracy: 0.8816:  51%|█████     | 1069/2105 [57:58<55:25,  3.21s/it]
loss:  0.2847, accuracy: 0.8817:  51%|█████     | 1069/2105 [58:01<55:25,  3.21s/it]
loss:  0.2847, accuracy: 0.8817:  51%|█████     | 1070/2105 [58:01<55:21,  3.21s/it]
